lmd,baseline,corLDMmRT,corLDMmRT_CI_lower,corLDMmRT_CI_upper,corLDM_congruent,coef,p_value,BIC
cos_Mistral_7B_v0_3_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.604,-0.693,-0.501,-0.00801125466561205,-658.21,0,1162.5
euc_dolphin_2_8_mistral_7b_v02_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.407,-0.545,-0.257,-0.00344485703381734,-1.25,0.019,1176.9
euc_dolphin_2_8_mistral_7b_v02_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.589,-0.683,-0.479,-0.00137417532521029,-2.01,0,1163.5
euc_Hermes_3_Llama_3_1_70B_Q5_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.307,-0.496,-0.106,0.0183752282233146,-0.58,0.577,1182.4
euc_Hermes_3_Llama_3_1_70B_Q5_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.607,-0.69,-0.495,0.00162620671192746,-2.4,0,1160.4
euc_llama_2_13b_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.4,-0.531,-0.212,0.00459445844735462,-3.09,0.222,1181.2
euc_llama_2_13b_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.496,-0.611,-0.341,0.00535478022418365,-5.46,0.019,1176.8
euc_llama_2_70b_Q5_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.335,-0.51,-0.162,0.0744640367946114,-1.58,0.061,1179
euc_llama_2_70b_Q5_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.519,-0.629,-0.413,0.0533892464769765,-2.41,0.001,1169.9
euc_llama_2_7b_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.528,-0.646,-0.379,0.0493369209491265,-3.47,0.001,1171.5
euc_llama_2_7b_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.541,-0.652,-0.409,0.0408993257873489,-3.4,0.001,1169.9
euc_llama_30b_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.264,-0.47,-0.034,0.0198938847538411,-0.21,0.849,1182.7
euc_llama_30b_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.354,-0.531,-0.178,0.0141407571673085,-1.01,0.306,1181.6
euc_llama_65b_Q5_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.454,-0.588,-0.318,0.060651339961893,-2.42,0.02,1177
euc_llama_65b_Q5_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.553,-0.658,-0.431,0.0602476223287592,-2.9,0,1168.5
euc_llama_7b_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.515,-0.625,-0.38,0.00188322017003122,-3.21,0.005,1174.1
euc_llama_7b_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.493,-0.601,-0.376,0.00473792975991518,-3.05,0.009,1175.5
euc_Meta_Llama_3_1_70B_Q5_K_M_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.054,-0.142,0.261,0.0402684001603709,1.9,0.074,1179.3
euc_Meta_Llama_3_1_70B_Q5_K_M_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.593,-0.693,-0.481,0.00553874122591378,-2.19,0,1163.7
euc_meta_llama_3_1_8b_q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.015,-0.205,0.228,0.0341750233098022,1.76,0.084,1179.6
euc_meta_llama_3_1_8b_q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.49,-0.627,-0.339,0.00703638477856265,-2.34,0.009,1175.4
euc_mistral_7b_v0_1_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.42,-0.519,-0.298,-0.00144194435026209,-1.19,0.014,1176.2
euc_mistral_7b_v0_1_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.606,-0.692,-0.485,0.00390072325788474,-1.97,0,1160.7
euc_Mistral_7B_v0_3_Q8_0_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.376,-0.507,-0.247,-0.0122112716072418,-0.99,0.064,1179.1
euc_Mistral_7B_v0_3_Q8_0_pairs_names_Upper,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.581,-0.693,-0.471,-0.00523989077509667,-1.89,0,1165
cor_glove_6B_300d_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.283,-0.458,-0.095,-0.0478412240573369,-146.08,0.26,1181.4
cos_glove_6B_300d_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.287,-0.434,-0.124,-0.0481560448273562,-148.6,0.254,1181.4
euc_glove_6B_300d_pairs,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.21,-0.404,-0.022,-0.0412384990143565,-21.89,0.365,1181.9
ukwac_conditional_probability_ngram_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.092,-0.201,0.307,0.0271214454865663,44960.34,0.084,1178.9
ukwac_conditional_probability_ngram_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.492,-0.619,-0.322,0.109691763600968,-186150.18,0.004,1173.4
ukwac_conditional_probability_ngram_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.284,-0.51,-0.023,0.101163140302284,-49911.13,0.414,1181.4
ukwac_conditional_probability_ngram_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.417,-0.611,-0.188,0.117103834692769,-140002.27,0.04,1177.6
ukwac_log_ngram_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.185,0.01,0.343,0.0391575172272416,-3.18,0.876,1182.1
ukwac_log_ngram_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.088,-0.064,0.219,-0.016809304944803,-26.37,0.335,1181.1
ukwac_log_ngram_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.088,-0.1,0.258,0.0259166115636328,-21.76,0.358,1181.2
ukwac_log_ngram_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.105,-0.047,0.287,-0.00709846232625033,-19.7,0.444,1181.5
ukwac_pmi_ngram_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.082,-0.133,0.277,0.0563383429053963,10.47,0.113,1179.4
ukwac_pmi_ngram_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.052,-0.264,0.141,-0.0284690015177858,19.84,0.037,1177.4
ukwac_pmi_ngram_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.039,-0.252,0.173,0.0337149722543696,11.31,0.122,1179.6
ukwac_pmi_ngram_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.021,-0.214,0.166,-0.012637953643886,17.12,0.042,1177.7
ukwac_ppmi_ngram_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.246,0.091,0.381,-0.00888682086515142,22.82,0.021,1176.4
ukwac_ppmi_ngram_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.047,-0.177,0.269,0.0010423110288629,31.09,0.069,1178.6
ukwac_ppmi_ngram_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.174,-0.06,0.367,-0.0064192314476255,34.35,0.011,1175.2
ukwac_ppmi_ngram_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.114,-0.078,0.31,0.0068901443405643,31.52,0.037,1177.5
ukwac_probability_ratio_ngram_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.199,0.044,0.351,0.00129435706301165,3.05,0.019,1176.2
ukwac_probability_ratio_ngram_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.079,-0.163,0.308,0.00517510658670565,21.05,0.021,1176.4
ukwac_probability_ratio_ngram_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.154,-0.049,0.342,0.0178113536529935,8.15,0.026,1176.8
ukwac_probability_ratio_ngram_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.134,-0.074,0.303,0.0122009302409328,13.09,0.022,1176.5
cos_ukwac_cbow_100_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.067,-0.224,0.116,0.0322487205717781,-22.32,0.825,1182.1
cos_ukwac_cbow_100_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.144,-0.331,0.039,-0.0228103517998902,-179.72,0.032,1177.2
cos_ukwac_cbow_100_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.072,-0.276,0.126,0.0258316611366867,-76.2,0.419,1181.4
cos_ukwac_cbow_100_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.133,-0.32,0.051,0.00172402487680297,-141.06,0.098,1179.2
cos_ukwac_cbow_200_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.118,-0.331,0.09,0.0366118251080361,-87.43,0.445,1181.5
cos_ukwac_cbow_200_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.149,-0.345,0.058,-0.0238497314010873,-192.08,0.04,1177.6
cos_ukwac_cbow_200_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.12,-0.297,0.091,0.0593560926163741,-124.52,0.24,1180.6
cos_ukwac_cbow_200_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.17,-0.354,0.032,0.0380357010631356,-191.55,0.045,1177.8
cos_ukwac_cbow_300_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.146,-0.325,0.056,0.00175841997964565,-110.47,0.404,1181.4
cos_ukwac_cbow_300_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.163,-0.336,0.008,-0.00585232968182278,-215.68,0.042,1177.7
cos_ukwac_cbow_300_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.12,-0.299,0.069,0.0547402523046566,-128.92,0.241,1180.7
cos_ukwac_cbow_300_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.191,-0.372,-0.011,0.0285826879589447,-216.78,0.036,1177.4
cos_ukwac_cbow_50_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.006,-0.193,0.208,0.0665339164037034,-10.39,0.913,1182.1
cos_ukwac_cbow_50_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.028,-0.177,0.246,-0.00666433781707156,-72.52,0.266,1180.8
cos_ukwac_cbow_50_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.037,-0.233,0.16,0.0835781349266445,-79.9,0.321,1181.1
cos_ukwac_cbow_50_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.002,-0.222,0.222,0.0254046524237181,-67.33,0.335,1181.1
cos_ukwac_cbow_500_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.152,-0.351,0.058,0.00791529438525184,-65.28,0.686,1181.9
cos_ukwac_cbow_500_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.01,-0.194,0.184,0.0471349633125821,-166.22,0.177,1180.2
cos_ukwac_cbow_500_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.088,-0.228,0.103,0.0785191643712475,-64.71,0.618,1181.9
cos_ukwac_cbow_500_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.055,-0.111,0.226,0.0394996052578931,-64.35,0.589,1181.8
cos_ukwac_conditional_probability_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.535,-0.65,-0.408,0.00158614690415534,-304.21,0.003,1172.4
cos_ukwac_conditional_probability_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.215,0.021,0.398,0.0609173550206644,784.65,0.07,1178.6
cos_ukwac_conditional_probability_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.077,-0.274,0.102,0.0355887697346294,191.1,0.358,1181.2
cos_ukwac_conditional_probability_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.113,-0.118,0.327,0.0578884920830482,533.49,0.084,1178.9
cos_ukwac_log_cooccurrence_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.336,-0.484,-0.193,0.0988954538068861,-303.39,0.249,1180.7
cos_ukwac_log_cooccurrence_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.212,-0.404,-0.068,0.129856669962366,-368.89,0.158,1180
cos_ukwac_log_cooccurrence_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.271,-0.453,-0.081,0.112604420931223,-312.58,0.258,1180.8
cos_ukwac_log_cooccurrence_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.271,-0.437,-0.125,0.120547635360131,-381.93,0.158,1180
cos_ukwac_pmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.152,-0.344,0.035,0.0668425567091773,-779.35,0.367,1181.3
cos_ukwac_pmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.101,-0.061,0.26,0.0142674369612284,-199.26,0.837,1182.1
cos_ukwac_pmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.019,-0.184,0.202,0.0219502662196232,-719.48,0.465,1181.6
cos_ukwac_pmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.067,-0.115,0.254,0.0227152751775489,-537.56,0.588,1181.8
cos_ukwac_ppmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.131,-0.027,0.278,0.100175949091897,977.41,0.449,1181.5
cos_ukwac_ppmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.244,0.102,0.385,0.0439294225224626,1750.28,0.236,1180.6
cos_ukwac_ppmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.268,0.104,0.418,0.0540385161576885,1681.17,0.324,1181.1
cos_ukwac_ppmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.262,0.125,0.4,0.0546330978219946,1646.83,0.313,1181
cos_ukwac_probability_ratios_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.202,0.076,0.321,0.0263712349572332,72397.28,0.027,1176.9
cos_ukwac_probability_ratios_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.025,-0.115,0.16,0.0842981516405982,6877.87,0.116,1179.5
cos_ukwac_probability_ratios_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.014,-0.138,0.154,0.124131712996708,8805.63,0.431,1181.5
cos_ukwac_probability_ratios_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.002,-0.193,0.174,0.13966627833182,5854.46,0.384,1181.3
cos_ukwac_skipgram_100_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.004,-0.212,0.204,0.00412401018863477,15.48,0.892,1182.1
cos_ukwac_skipgram_100_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.281,0.094,0.432,-0.00546524990083574,135.21,0.314,1181
cos_ukwac_skipgram_100_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.131,-0.058,0.301,0.000589962947880633,89.87,0.465,1181.6
cos_ukwac_skipgram_100_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.141,-0.032,0.298,-0.00849252758213268,62.81,0.624,1181.9
cos_ukwac_skipgram_200_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.037,-0.256,0.18,0.0174356553580037,-63.38,0.611,1181.8
cos_ukwac_skipgram_200_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.113,-0.062,0.283,0.0596724169613107,-40.62,0.776,1182
cos_ukwac_skipgram_200_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.041,-0.15,0.229,0.01720646576465,-32.49,0.793,1182.1
cos_ukwac_skipgram_200_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.132,-0.075,0.344,0.0101468297874655,-12.77,0.923,1182.1
cos_ukwac_skipgram_300_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.083,-0.27,0.122,0.0373794226711574,-87.65,0.518,1181.7
cos_ukwac_skipgram_300_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.083,-0.089,0.234,0.0649791328594722,-14.2,0.922,1182.1
cos_ukwac_skipgram_300_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.116,-0.077,0.29,0.0105528997407337,21.2,0.876,1182.1
cos_ukwac_skipgram_300_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.093,-0.108,0.269,0.0501894288075187,-42.61,0.764,1182
cos_ukwac_skipgram_50_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.016,-0.191,0.233,0.028459202858584,17.43,0.864,1182.1
cos_ukwac_skipgram_50_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.351,0.185,0.516,-0.056196472055063,108.18,0.26,1180.8
cos_ukwac_skipgram_50_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.123,-0.093,0.314,0.0393129033308092,21.09,0.841,1182.1
cos_ukwac_skipgram_50_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.193,0.001,0.37,-0.0101852615491987,29.63,0.786,1182
cos_ukwac_skipgram_500_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.154,-0.357,0.08,0.0314408641198838,-87,0.574,1181.8
cos_ukwac_skipgram_500_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.049,-0.139,0.256,0.0596178109112286,23.92,0.862,1182.1
cos_ukwac_skipgram_500_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.011,-0.194,0.194,0.0187279350629989,24.01,0.877,1182.1
cos_ukwac_skipgram_500_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.007,-0.195,0.189,0.0390850474760421,-17.86,0.913,1182.1
euc_ukwac_cbow_100_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.058,-0.276,0.143,0.0233835886102083,7.15,0.501,1181.6
euc_ukwac_cbow_100_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.22,0.027,0.404,-0.00452556369171448,3.62,0.155,1180
euc_ukwac_cbow_100_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.046,-0.155,0.218,0.0177369773652549,3.28,0.453,1181.5
euc_ukwac_cbow_100_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.085,-0.131,0.285,0.00775099363155702,2.77,0.399,1181.4
euc_ukwac_cbow_200_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.093,-0.302,0.114,0.0247202632800838,4.36,0.674,1181.9
euc_ukwac_cbow_200_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.156,-0.036,0.326,-0.00442718938112961,3.33,0.171,1180.1
euc_ukwac_cbow_200_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.02,-0.236,0.2,0.0374951349146417,2.01,0.654,1181.9
euc_ukwac_cbow_200_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.007,-0.209,0.219,0.0279374329166324,1.73,0.606,1181.8
euc_ukwac_cbow_300_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.095,-0.261,0.094,0.00509212327679374,5.91,0.572,1181.8
euc_ukwac_cbow_300_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.083,-0.11,0.26,0.00544607052793854,3.07,0.223,1180.5
euc_ukwac_cbow_300_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.051,-0.235,0.15,0.0353573290019558,1.63,0.718,1182
euc_ukwac_cbow_300_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.047,-0.237,0.154,0.0234087823077217,1.44,0.678,1181.9
euc_ukwac_cbow_50_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.039,-0.253,0.138,0.053337045637265,4.89,0.676,1181.9
euc_ukwac_cbow_50_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.327,0.145,0.494,0.00211505686965461,3.88,0.072,1178.7
euc_ukwac_cbow_50_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.076,-0.15,0.276,0.0598185020297283,2.03,0.641,1181.9
euc_ukwac_cbow_50_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.18,-0.008,0.359,0.0192024264827306,3.08,0.302,1181
euc_ukwac_cbow_500_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.101,-0.287,0.075,0.00775135679832379,10,0.334,1181.1
euc_ukwac_cbow_500_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.099,-0.122,0.3,0.0297719032909722,3.48,0.169,1180.1
euc_ukwac_cbow_500_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.041,-0.232,0.156,0.0477722109112589,3.4,0.472,1181.6
euc_ukwac_cbow_500_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.041,-0.182,0.25,0.0263720311255534,3.66,0.297,1181
euc_ukwac_conditional_probability_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.4,-0.563,-0.236,-0.000648817771650305,-784.05,0.32,1181.1
euc_ukwac_conditional_probability_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,0.068,-0.141,0.243,0.105705432469194,2744.74,0.251,1180.7
euc_ukwac_conditional_probability_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.255,-0.399,-0.064,0.0403197760979825,-0.42,1,1182.1
euc_ukwac_conditional_probability_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.125,-0.307,0.056,0.0844952372873649,1681.79,0.44,1181.5
euc_ukwac_log_cooccurrence_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.236,-0.422,-0.049,0.102835947653208,-1.65,0,1161.5
euc_ukwac_log_cooccurrence_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.204,-0.428,-0.002,0.0952962069559713,-0.51,0.001,1171
euc_ukwac_log_cooccurrence_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.214,-0.39,-0.008,0.099070649439934,-0.88,0,1168.3
euc_ukwac_log_cooccurrence_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.216,-0.435,0.008,0.0974035423416321,-0.69,0.001,1169.6
euc_ukwac_pmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.252,-0.391,-0.108,0.0396667781970163,-0.2,0,1162.6
euc_ukwac_pmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.056,-0.232,0.117,0.03006463028493,-0.14,0,1166.7
euc_ukwac_pmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.151,-0.32,0.013,0.0336337377414942,-0.17,0,1164.3
euc_ukwac_pmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.122,-0.263,0.034,0.031978707616719,-0.16,0,1164.4
euc_ukwac_ppmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.257,-0.389,-0.111,0.0393230788502439,-0.2,0,1163.3
euc_ukwac_ppmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logUKWAC,-0.06,-0.209,0.099,0.0315019058090082,-0.14,0,1167.4
