lmd,baseline,corLDMmRT,corLDMmRT_CI_lower,corLDMmRT_CI_upper,corLDM_congruent,coef,p_value,BIC
cos_subtitles_skipgram_50_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.282,0.078,0.448,0.00271103353625865,322.69,0.009,1178
cos_subtitles_skipgram_50_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.504,0.351,0.619,-0.167197173490607,490.9,0,1164.9
cos_subtitles_skipgram_50_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.517,0.368,0.665,-0.144508561264738,599.57,0,1159.9
cos_subtitles_skipgram_50_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.516,0.374,0.657,-0.127862432089705,502.49,0,1163.8
cos_subtitles_skipgram_500_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.208,0.025,0.383,-0.00985626871549936,426.63,0.04,1180.9
cos_subtitles_skipgram_500_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.269,0.108,0.415,0.00590955911826392,519.99,0.004,1176.5
cos_subtitles_skipgram_500_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.381,0.195,0.551,-0.104044043831503,694.74,0,1170
cos_subtitles_skipgram_500_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.326,0.152,0.484,-0.0564068966139529,624.9,0,1171.4
euc_subtitles_cbow_100_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.294,0.145,0.459,0.0130785120479138,35.37,0.006,1177.2
euc_subtitles_cbow_100_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.601,0.472,0.697,-0.104346071457455,20.72,0,1151.9
euc_subtitles_cbow_100_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.447,0.278,0.599,-0.0361358222744453,26.05,0,1169.1
euc_subtitles_cbow_100_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.541,0.398,0.677,-0.0641225080675267,24.26,0,1161.5
euc_subtitles_cbow_200_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.3,0.157,0.442,0.00882980853282858,34.38,0.008,1177.8
euc_subtitles_cbow_200_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.541,0.407,0.679,-0.0798802564087449,18.41,0,1163.4
euc_subtitles_cbow_200_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.427,0.275,0.564,-0.0317352732490421,25.17,0,1170.9
euc_subtitles_cbow_200_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.477,0.348,0.59,-0.051526527829893,20.86,0,1167.2
euc_subtitles_cbow_300_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.316,0.164,0.463,0.02363773323459,33.37,0.016,1179.2
euc_subtitles_cbow_300_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.495,0.348,0.633,-0.0665475470505389,17.62,0,1167.1
euc_subtitles_cbow_300_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.448,0.283,0.592,-0.0394810279627204,25.82,0,1170.4
euc_subtitles_cbow_300_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.462,0.291,0.591,-0.0522863044668112,20.78,0,1169
euc_subtitles_cbow_50_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.371,0.218,0.521,-0.00401881103409246,45.82,0.001,1173.1
euc_subtitles_cbow_50_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.593,0.457,0.716,-0.0863119404037403,18.38,0,1154.5
euc_subtitles_cbow_50_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.515,0.385,0.659,-0.0432734193507676,27.8,0,1163.5
euc_subtitles_cbow_50_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.578,0.429,0.701,-0.0915334800646226,23.75,0,1156.6
euc_subtitles_cbow_500_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.317,0.14,0.452,0.0100782959561541,32.29,0.025,1180
euc_subtitles_cbow_500_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.495,0.357,0.615,-0.0603853288548014,17.67,0,1168.3
euc_subtitles_cbow_500_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.418,0.253,0.557,-0.016312808644096,25.59,0.001,1173.3
euc_subtitles_cbow_500_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.454,0.303,0.563,-0.0384818441207147,20.21,0,1170.8
euc_subtitles_conditional_probability_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.164,-0.35,0.015,0.0035452022339248,-220.79,0.455,1184.8
euc_subtitles_conditional_probability_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.107,-0.058,0.269,-0.0478499167663797,3694.22,0.053,1181.4
euc_subtitles_conditional_probability_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.201,-0.359,-0.057,-0.0243286004693544,-297.82,0.689,1185.2
euc_subtitles_conditional_probability_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.066,-0.251,0.125,-0.0270939291881797,849.08,0.478,1184.8
euc_subtitles_log_cooccurrence_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.276,-0.489,-0.103,0.113552153736293,-3.01,0.001,1173.4
euc_subtitles_log_cooccurrence_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.255,-0.479,-0.033,0.110935242955511,-0.71,0.031,1180.4
euc_subtitles_log_cooccurrence_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.251,-0.436,-0.039,0.119154937612753,-1.33,0.012,1178.6
euc_subtitles_log_cooccurrence_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.252,-0.463,-0.058,0.11655061873118,-0.99,0.02,1179.6
euc_subtitles_pmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.247,-0.378,-0.107,0.046381907904336,-0.67,0,1170
euc_subtitles_pmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.119,-0.304,0.073,0.0259437946414922,-0.62,0.003,1175.6
euc_subtitles_pmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.191,-0.363,-0.026,0.0359083868194763,-0.65,0.001,1173.2
euc_subtitles_pmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.141,-0.287,0.011,0.0298090881536952,-0.62,0.002,1175.1
euc_subtitles_ppmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.248,-0.403,-0.123,0.0415759439569708,-0.71,0,1169.7
euc_subtitles_ppmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.109,-0.298,0.049,0.0220110675393508,-0.7,0.002,1175.4
euc_subtitles_ppmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.186,-0.352,-0.017,0.0316839321717578,-0.71,0.001,1173
euc_subtitles_ppmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.132,-0.304,0.057,0.0257783467337275,-0.68,0.002,1175.1
euc_subtitles_probability_ratios_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.272,-0.383,-0.165,0.00192472841813156,0,0.552,1185
euc_subtitles_probability_ratios_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.121,-0.247,0.038,0.00889014413570243,0,0.322,1184.3
euc_subtitles_probability_ratios_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.211,-0.331,-0.086,0.00630056011189468,0,0.985,1185.4
euc_subtitles_probability_ratios_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.169,-0.3,-0.027,0.0073440691488977,0,0.691,1185.2
euc_subtitles_skipgram_100_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.385,0.245,0.499,0.000461385337339097,76.66,0,1172.4
euc_subtitles_skipgram_100_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.517,0.374,0.634,-0.0861465570222475,139.97,0,1156.8
euc_subtitles_skipgram_100_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.493,0.307,0.631,-0.0384263763796698,111.41,0,1164
euc_subtitles_skipgram_100_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.529,0.417,0.655,-0.0853658826344172,130.52,0,1157.7
euc_subtitles_skipgram_200_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.374,0.208,0.518,0.00180719375056148,70.98,0.001,1173.5
euc_subtitles_skipgram_200_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.396,0.244,0.522,-0.0271757681094067,112.74,0,1164.2
euc_subtitles_skipgram_200_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.396,0.207,0.549,-0.0281617834396142,97.28,0,1168.3
euc_subtitles_skipgram_200_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.461,0.306,0.582,-0.0499917843674994,113.19,0,1160.6
euc_subtitles_skipgram_300_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.401,0.247,0.546,-0.0188528213259356,84.02,0,1169.9
euc_subtitles_skipgram_300_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.367,0.231,0.498,-0.0351819220266557,119.07,0,1162
euc_subtitles_skipgram_300_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.361,0.203,0.5,0.00419383772267338,100.5,0,1166.8
euc_subtitles_skipgram_300_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.389,0.221,0.522,-0.0201098694468969,103.62,0,1164.4
euc_subtitles_skipgram_50_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.364,0.19,0.549,0.00299943344869182,77.39,0.001,1174
euc_subtitles_skipgram_50_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.537,0.395,0.657,-0.0943787946314063,142.87,0,1157.3
euc_subtitles_skipgram_50_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.548,0.416,0.677,-0.0817720637416988,130.41,0,1155.9
euc_subtitles_skipgram_50_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.547,0.416,0.67,-0.0723474281858912,124.25,0,1158
euc_subtitles_skipgram_500_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.349,0.201,0.469,0.00290220227060114,64.87,0.002,1175.3
euc_subtitles_skipgram_500_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.164,-0.014,0.335,0.0088382331879268,98.06,0,1171
euc_subtitles_skipgram_500_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.362,0.231,0.49,-0.0266679716699545,92.16,0,1166.7
euc_subtitles_skipgram_500_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.264,0.104,0.41,-0.00991513300733788,94.07,0,1167.9
cor_subtitles_cbow_100_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.159,-0.079,0.376,0.0204465301559752,205.64,0.055,1181.4
cor_subtitles_cbow_100_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.37,0.158,0.565,-0.256467827278325,382.92,0,1169
cor_subtitles_cbow_100_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.317,0.137,0.476,-0.0836080841292916,260.04,0.005,1176.9
cor_subtitles_cbow_100_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.369,0.198,0.512,-0.147513185189429,302.96,0.001,1174
cor_subtitles_cbow_200_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.172,-0.022,0.347,0.00430652524914703,269.48,0.043,1181
cor_subtitles_cbow_200_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.293,0.071,0.462,-0.214703049596433,307.44,0.011,1178.5
cor_subtitles_cbow_200_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.332,0.14,0.514,-0.0857166798710349,340.36,0.003,1176.2
cor_subtitles_cbow_200_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.317,0.097,0.495,-0.159687677137812,339.34,0.003,1176.1
cor_subtitles_cbow_300_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.122,-0.075,0.307,0.0520837904284494,216.6,0.195,1183.6
cor_subtitles_cbow_300_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.277,0.042,0.502,-0.211225071009768,373.67,0.012,1178.6
cor_subtitles_cbow_300_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.345,0.086,0.545,-0.112468637748057,415.31,0.002,1175.1
cor_subtitles_cbow_300_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.311,0.129,0.487,-0.154188235932206,375.36,0.003,1176.1
cor_subtitles_cbow_50_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.207,0.013,0.388,0.0219930792359323,227.98,0.026,1180
cor_subtitles_cbow_50_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.38,0.174,0.557,-0.173412306078948,247.89,0.001,1173.2
cor_subtitles_cbow_50_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.428,0.281,0.593,-0.0823572861769982,266.98,0,1169.6
cor_subtitles_cbow_50_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.396,0.245,0.536,-0.192416742262204,236.58,0.001,1173.5
cor_subtitles_cbow_500_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.102,-0.093,0.273,0.0235122084562282,259.8,0.176,1183.4
cor_subtitles_cbow_500_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.299,0.12,0.475,-0.182944356742293,370.06,0.013,1178.8
cor_subtitles_cbow_500_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.297,0.093,0.509,-0.0574548275307362,407.69,0.008,1177.9
cor_subtitles_cbow_500_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.321,0.116,0.522,-0.126284396005517,412.17,0.004,1176.5
cor_subtitles_conditional_probability_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.389,-0.549,-0.197,0.00817413352390566,-121.9,0.095,1182.4
cor_subtitles_conditional_probability_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,0.038,-0.122,0.184,-0.0668457228289038,843.21,0.105,1182.6
cor_subtitles_conditional_probability_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.27,-0.422,-0.117,-0.0219328163119831,-99.3,0.459,1184.8
cor_subtitles_conditional_probability_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logSUBTITLES,-0.125,-0.287,0.053,-0.0380861861262826,113.17,0.647,1185.2
